Timestamp,ChargerID,CellID,ChargingStage,PackVoltage_V,CellVoltage_V,DemandVoltage_V,ChargeCurrent_A,DemandCurrent_A,SOC_%,MaxTemp_C,MinTemp_C,AvgTemp_C,AmbientTemp_C,InternalResistance_mOhm,StateOfHealth_%,VibrationLevel_mg,MoistureDetected,BMS_Status,ChargePower_kW,Pressure_kPa,TR_Probability,EventFlag,Notes
9/3/2025 17:20,CH3,CELL8,Recharge,360.26,4.456,358.4,102.38,102.39,57.56,65.75,62.53,64.246,32.31,13.0,87.3,30.35,False,Critical,36.88,96.05,0.589,Warning,Rapid temp rise; High internal resistance
9/3/2025 17:21,CH2,CELL4,Bulk,301.19,3.736,303.08,42.01,42.31,45.15,57.91,55.57,56.415,34.74,12.79,92.79,6.92,False,Critical,12.65,91.57,0.545,Warning,High internal resistance
9/3/2025 17:22,CH2,CELL40,Recharge,358.43,4.529,359.35,100.97,100.03,22.69,53.61,50.33,52.11,23.19,9.03,85.87,30.47,False,Critical,36.19,90.21,0.449,Watch,Normal operation
9/3/2025 17:23,CH8,CELL17,Bulk,384.67,4.768,384.61,44.52,44.07,7.47,32.89,30.91,31.39,21.86,3.39,83.31,22.44,False,Critical,17.13,98.94,0.232,Watch,Normal operation
9/3/2025 17:24,CH2,CELL31,Recharge,323.28,4.053,324.18,92.55,93.2,56.08,49.48,46.55,47.979,22.77,8.51,94.0,38.1,False,Critical,29.92,90.84,0.418,Watch,Normal operation
9/3/2025 17:25,CH10,CELL44,Parameter_Config,386.51,4.876,385.31,107.98,107.75,94.51,53.3,51.9,51.803,20.48,12.8,82.16,49.47,True,OK,41.74,110.5,0.723,Warning,High internal resistance; Moisture detected
9/3/2025 17:26,CH2,CELL24,Recharge,360.6,4.542,362.14,34.03,33.59,36.88,33.55,31.3,32.045,22.85,3.5,92.3,19.53,False,OK,12.27,113.28,0.238,Watch,Normal operation
9/3/2025 17:27,CH8,CELL45,Recharge,381.16,4.744,380.97,94.66,93.72,77.68,51.45,50.33,49.948,20.09,11.82,95.94,21.25,True,Critical,36.08,116.72,0.694,Warning,High internal resistance; Moisture detected
9/3/2025 17:28,CH5,CELL29,Bulk,341.65,4.303,339.79,86.34,87.1,55.21,64.22,61.47,62.722,33.68,14.53,92.79,10.29,False,Critical,29.5,117.56,0.612,Warning,Rapid temp rise; High internal resistance
9/3/2025 17:29,CH4,CELL30,Recharge,318.34,3.94,316.46,66.15,66.47,71.13,44.61,43.5,43.114,22.22,7.83,80.36,46.92,True,Critical,21.06,91.04,0.58,Warning,Moisture detected
9/3/2025 17:30,CH1,CELL3,Recharge,327.43,4.086,328.86,117.23,117.53,90.76,66.1,64.5,64.602,27.51,14.79,86.61,13.62,False,OK,38.38,111.71,0.626,Warning,Rapid temp rise; High internal resistance
9/3/2025 17:31,CH7,CELL6,Bulk,323.63,4.045,323.65,8.32,8.45,53.25,36.16,34.61,34.657,27.3,4.88,90.66,3.55,False,Critical,2.69,105.91,0.278,Watch,Normal operation
9/3/2025 17:32,CH5,CELL37,Bulk,391.19,4.899,389.74,3.14,3.04,66.87,34.29,32.97,32.79,25.22,5.43,84.4,15.37,False,Critical,1.23,101.92,0.28,Watch,Normal operation
9/3/2025 17:33,CH10,CELL31,End_Of_Charge,322.74,4.038,322.94,110.82,109.96,21.98,53.21,50.63,51.705,27.03,3.83,85.21,36.38,False,Critical,35.77,118.24,0.343,Watch,Normal operation
9/3/2025 17:34,CH3,CELL12,Handshake,305.29,3.82,305.76,4.62,4.89,66.18,48.31,44.8,46.812,29.81,13.11,94.42,32.22,False,Warning,1.41,95.75,0.504,Warning,High internal resistance
9/3/2025 17:35,CH3,CELL42,Handshake,398.83,4.999,400.49,79.8,79.89,67.97,60.33,59.23,58.827,33.62,8.15,83.64,9.17,True,Warning,31.83,98.2,0.665,Warning,Rapid temp rise; Moisture detected
9/3/2025 17:36,CH8,CELL16,Handshake,332.27,4.179,333.1,111.98,112.38,94.94,61.06,59.21,59.562,31.3,8.5,88.25,41.81,False,OK,37.21,107.14,0.475,Watch,Rapid temp rise
9/3/2025 17:37,CH9,CELL16,Parameter_Config,390.99,4.933,390.67,20.07,20.17,2.77,29.97,26.58,28.469,21.18,2.55,98.8,44.52,False,Warning,7.85,112.44,0.201,Watch,Normal operation
9/3/2025 17:38,CH10,CELL26,Parameter_Config,351.97,4.374,353.5,74.27,75.08,14.34,46.79,43.97,45.29,31.08,2.51,87.03,20.24,False,Critical,26.14,112.07,0.284,Watch,Normal operation
9/3/2025 17:39,CH6,CELL19,Recharge,318.16,3.989,319.88,90.31,91.06,24.26,58.55,56.72,57.049,30.18,9.67,90.2,27.54,False,Warning,28.73,110.88,0.486,Watch,Normal operation
9/3/2025 17:40,CH8,CELL29,Handshake,302.83,3.741,303.37,106.79,106.82,50.17,49.72,48.0,48.216,29.83,1.02,97.78,18.63,False,Warning,32.34,110.3,0.269,Watch,Normal operation
9/3/2025 17:41,CH5,CELL13,Bulk,303.57,3.78,304.82,88.28,88.53,16.04,58.69,54.89,57.191,28.39,11.9,90.57,41.51,True,OK,26.8,104.14,0.731,Warning,High internal resistance; Moisture detected
9/3/2025 17:42,CH4,CELL5,Bulk,395.17,4.894,395.92,91.93,91.61,11.55,64.54,62.71,63.041,31.28,14.65,84.07,28.06,False,Critical,36.33,109.4,0.616,Warning,Rapid temp rise; High internal resistance
9/3/2025 17:43,CH6,CELL4,End_Of_Charge,307.31,3.83,307.47,57.26,57.71,20.48,42.46,38.98,40.957,24.08,5.64,92.1,10.62,False,Critical,17.6,97.5,0.325,Watch,Normal operation
9/3/2025 17:44,CH3,CELL41,Handshake,394.87,4.926,394.82,23.81,24.32,65.06,39.44,35.79,37.944,25.71,8.41,83.06,1.14,False,Critical,9.4,96.13,0.365,Watch,Normal operation
9/3/2025 17:45,CH6,CELL38,Bulk,336.2,4.183,334.65,77.48,76.65,43.28,50.57,48.7,49.075,25.48,7.79,91.41,7.49,False,Warning,26.05,115.87,0.409,Watch,Normal operation
9/3/2025 17:46,CH5,CELL14,Parameter_Config,326.87,4.052,327.41,40.38,40.56,16.24,51.46,47.98,49.963,23.29,14.58,91.51,23.62,False,OK,13.2,107.69,0.549,Warning,High internal resistance
9/3/2025 17:47,CH9,CELL27,Parameter_Config,360.04,4.465,358.15,45.83,45.54,53.88,42.72,38.83,41.223,29.14,1.94,83.18,18.39,False,Critical,16.5,119.1,0.253,Watch,Normal operation
9/3/2025 17:48,CH5,CELL17,Recharge,319.03,3.945,317.97,119.37,118.74,86.07,56.57,54.26,55.069,20.09,14.36,82.11,9.08,True,Warning,38.08,104.54,0.77,Alarm,High internal resistance; Moisture detected
9/3/2025 17:49,CH1,CELL48,Handshake,356.29,4.483,356.28,3.2,3.87,50.2,38.36,35.19,36.864,29.48,5.84,81.27,16.71,False,Critical,1.14,114.13,0.309,Watch,Normal operation
9/3/2025 17:50,CH8,CELL7,End_Of_Charge,334.29,4.147,332.81,96.88,96.32,36.8,64.06,61.02,62.56,34.21,10.66,85.65,24.85,False,Critical,32.39,108.4,0.533,Warning,Rapid temp rise; High internal resistance
9/3/2025 17:51,CH8,CELL47,End_Of_Charge,351.47,4.367,352.9,29.96,29.05,47.38,43.09,41.21,41.593,26.83,8.43,99.35,15.77,False,OK,10.53,104.7,0.384,Watch,Normal operation
9/3/2025 17:52,CH5,CELL4,Recharge,322.75,3.998,324.25,113.71,113.14,60.19,53.1,51.58,51.599,30.17,3.52,92.27,36.47,False,OK,36.7,91.5,0.336,Watch,Normal operation
9/3/2025 17:53,CH5,CELL42,Recharge,338.49,4.264,339.83,79.83,80.47,57.2,64.73,61.76,63.225,30.77,14.9,95.69,17.55,False,Critical,27.02,102.58,0.622,Warning,Rapid temp rise; High internal resistance
9/3/2025 17:54,CH9,CELL50,Parameter_Config,320.74,3.967,322.6,30.89,30.01,64.32,49.33,46.15,47.829,26.9,12.48,92.18,16.54,False,Warning,9.91,109.79,0.496,Watch,High internal resistance
9/3/2025 17:55,CH7,CELL10,End_Of_Charge,328.09,4.055,329.59,80.14,79.54,87.85,58.73,57.69,57.227,30.34,10.43,97.4,39.48,False,OK,26.29,116.97,0.502,Warning,High internal resistance
9/3/2025 17:56,CH10,CELL6,End_Of_Charge,376.61,4.747,376.8,11.33,12.15,73.62,47.81,46.65,46.305,25.86,14.14,94.91,30.37,True,Critical,4.27,102.39,0.722,Warning,High internal resistance; Moisture detected
9/3/2025 17:57,CH7,CELL48,End_Of_Charge,320.69,3.982,320.24,86.98,87.89,76.53,51.24,49.81,49.742,20.14,14.0,96.33,33.48,False,Warning,27.89,91.62,0.536,Warning,High internal resistance
9/3/2025 17:58,CH10,CELL26,End_Of_Charge,313.56,3.889,315.34,94.13,94.74,23.57,49.35,47.79,47.853,24.28,5.8,98.16,49.94,False,OK,29.52,102.92,0.363,Watch,Normal operation
9/3/2025 17:59,CH5,CELL50,Bulk,321.47,3.985,323.46,74.93,74.36,92.44,55.03,51.82,53.527,32.04,7.99,99.46,5.91,False,Critical,24.09,91.77,0.435,Watch,Normal operation
9/3/2025 18:00,CH5,CELL10,Recharge,374.51,4.71,375.84,83.35,83.58,76.0,47.58,44.7,46.084,26.38,3.25,90.4,38.94,False,Warning,31.22,110.35,0.303,Watch,Normal operation
9/3/2025 18:01,CH5,CELL20,Parameter_Config,369.42,4.658,371.14,31.07,30.66,82.29,52.33,50.84,50.832,25.52,14.84,81.91,6.17,True,OK,11.48,110.87,0.758,Alarm,High internal resistance; Moisture detected
9/3/2025 18:02,CH9,CELL6,Recharge,384.27,4.816,383.09,119.87,120.03,93.07,56.1,52.66,54.598,32.04,3.87,83.68,21.44,False,OK,46.06,92.75,0.358,Watch,Normal operation
9/3/2025 18:03,CH8,CELL31,Handshake,352.25,4.399,353.73,58.2,58.25,5.14,47.04,44.35,45.536,26.93,7.72,89.81,3.28,False,Critical,20.5,100.5,0.39,Watch,Normal operation
9/3/2025 18:04,CH4,CELL45,End_Of_Charge,315.86,3.955,316.97,94.37,94.33,31.2,46.17,43.95,44.667,24.93,2.51,80.63,11.36,False,Warning,29.81,102.04,0.281,Watch,Normal operation
9/3/2025 18:05,CH8,CELL20,Parameter_Config,338.07,4.255,338.9,85.03,84.13,77.79,39.24,35.96,37.741,24.5,1.01,82.68,27.68,False,OK,28.75,112.57,0.216,Watch,Normal operation
9/3/2025 18:06,CH1,CELL28,End_Of_Charge,366.07,4.605,364.95,60.82,60.25,21.24,60.17,57.11,58.667,30.24,14.59,83.55,45.02,False,OK,22.27,93.77,0.593,Warning,Rapid temp rise; High internal resistance
9/3/2025 18:07,CH10,CELL12,Parameter_Config,371.17,4.677,371.87,78.66,78.29,17.9,55.76,53.49,54.258,25.73,11.49,92.27,41.69,False,OK,29.19,90.68,0.509,Warning,High internal resistance
9/3/2025 18:08,CH10,CELL2,Parameter_Config,354.5,4.405,353.51,114.09,113.72,65.14,61.77,60.47,60.269,29.8,8.28,99.93,21.77,False,Warning,40.44,115.66,0.474,Watch,Rapid temp rise
9/3/2025 18:09,CH4,CELL38,Bulk,388.8,4.863,387.26,120.57,121.03,36.46,52.43,48.86,50.926,26.91,3.65,81.44,24.22,False,OK,46.88,113.95,0.335,Watch,Normal operation
9/3/2025 18:10,CH8,CELL45,Recharge,372.02,4.694,370.27,66.3,66.68,92.95,45.35,41.92,43.85,24.45,6.47,93.25,25.57,True,OK,24.66,100.58,0.556,Warning,Moisture detected
9/3/2025 18:11,CH4,CELL40,End_Of_Charge,368.8,4.631,367.79,2.1,3.07,55.03,47.42,44.95,45.92,34.42,7.23,99.48,8.9,False,OK,0.78,110.66,0.382,Watch,Normal operation
9/3/2025 18:12,CH7,CELL10,Parameter_Config,319.18,3.989,320.17,113.71,114.0,37.3,47.9,46.15,46.397,25.78,3.69,80.89,20.49,False,OK,36.29,113.2,0.313,Watch,Normal operation
9/3/2025 18:13,CH2,CELL8,Recharge,381.21,4.726,379.66,4.03,4.83,57.53,52.71,49.5,51.211,33.88,13.08,88.69,39.23,False,Warning,1.54,90.87,0.525,Warning,High internal resistance
9/3/2025 18:14,CH5,CELL10,Bulk,385.06,4.765,384.76,34.01,33.02,87.75,43.41,40.91,41.91,32.86,2.98,93.41,26.03,True,Warning,13.1,104.43,0.477,Watch,Moisture detected
9/3/2025 18:15,CH6,CELL18,Parameter_Config,326.69,4.059,325.65,84.21,83.26,44.75,64.46,62.27,62.957,34.93,10.69,91.83,11.94,False,Warning,27.51,98.2,0.536,Warning,Rapid temp rise; High internal resistance
9/3/2025 18:16,CH8,CELL10,Handshake,345.77,4.346,346.03,29.1,28.68,44.52,46.03,42.84,44.533,28.97,7.15,98.6,31.98,False,Critical,10.06,111.59,0.373,Watch,Normal operation
9/3/2025 18:17,CH8,CELL5,End_Of_Charge,374.82,4.686,373.03,32.75,33.11,71.56,52.46,49.57,50.961,34.38,8.28,80.3,47.24,True,Critical,12.27,113.75,0.628,Warning,Moisture detected
9/3/2025 18:18,CH6,CELL49,Recharge,345.95,4.359,345.79,12.46,12.82,11.04,42.61,40.08,41.109,22.17,13.78,83.85,36.02,False,OK,4.31,94.75,0.489,Watch,High internal resistance
9/3/2025 18:19,CH5,CELL16,Parameter_Config,361.97,4.504,362.23,118.48,119.44,32.56,58.07,55.72,56.569,31.93,4.65,87.06,31.1,False,Warning,42.89,112.57,0.383,Watch,Normal operation
9/3/2025 18:20,CH4,CELL7,End_Of_Charge,399.67,5.046,401.55,96.11,95.63,48.24,61.8,59.44,60.302,30.29,12.95,87.68,24.11,False,Warning,38.41,112.48,0.568,Warning,Rapid temp rise; High internal resistance
9/3/2025 18:21,CH7,CELL6,Recharge,330.77,4.108,330.26,70.93,71.36,40.7,50.71,47.62,49.212,23.95,10.41,90.38,13.09,False,Critical,23.46,107.13,0.462,Watch,High internal resistance
9/3/2025 18:22,CH7,CELL3,Bulk,350.11,4.375,350.38,94.84,94.84,80.9,52.93,50.63,51.425,27.52,7.67,97.33,24.96,False,Warning,33.2,94.97,0.418,Watch,Normal operation
9/3/2025 18:23,CH6,CELL47,Handshake,329.6,4.162,330.35,42.62,42.25,70.47,46.68,44.33,45.182,27.27,6.81,87.66,12.87,False,OK,14.05,113.97,0.37,Watch,Normal operation
9/3/2025 18:24,CH5,CELL2,Parameter_Config,381.16,4.719,380.79,113.52,113.54,17.03,56.84,53.58,55.337,32.33,4.01,92.13,5.31,False,Warning,43.27,95.41,0.364,Watch,Normal operation
9/3/2025 18:25,CH4,CELL17,Handshake,386.57,4.792,386.02,53.88,54.36,90.43,57.11,54.57,55.611,31.26,11.95,94.76,19.91,False,OK,20.83,106.83,0.525,Warning,High internal resistance
